logFC,AveExpr,t,P.Value,adj.P.Val,B,gene_id,Category
3.003042816,5.259975307,23.8374676,1.80782113678378e-06,4.17206058243314e-05,5.623159558,g12048.t1,Upregulated
0.018883456,0.095874831,0.623550711,0.559503703,0.629680782,-8.566515357,g6808.t1,None
-0.393248708,0.370645407,-4.259274465,0.007512269,0.0181758,-4.15254347,g1229.t1,None
0.221819493,2.559161589,1.693329832,0.149472333,0.211322953,-7.429638009,g6731.t1,None
-0.110238104,1.150405144,-0.51508104,0.6278405,0.692458051,-8.635843602,g12355.t1,None
0.829340983,0.51122082,12.58345599,4.6101836320674e-05,0.000368591,1.819982487,g10843.t1,None
1.717121475,6.089429239,12.80232212,4.22849373273442e-05,0.00034453,1.921983504,g11824.t1,Upregulated
0.032673139,0.181668892,0.790969843,0.463820269,0.540201509,-8.437804086,g2531.t1,None
0.150069538,0.090605075,6.212789721,0.001419459,0.004899216,-2.217122402,g9461.t1,None
0.989458441,0.819098284,16.56382657,1.15350366858474e-05,0.000137715,3.453195018,g9697.t1,None
1.186272124,1.404248912,10.86782248,9.57686716411152e-05,0.000631652,0.956896409,g13606.t1,Upregulated
0.117837355,0.146883392,4.178980424,0.00812926,0.019334683,-4.243220064,g12532.t1,None
0.031361768,0.042388872,1.260018219,0.261751872,0.33789156,-7.964192647,g11819.t1,None
-0.714595585,1.166476353,-4.299179048,0.007225783,0.017641078,-4.107833153,g5389.t1,None
0.193191644,0.718100303,1.183092115,0.288502463,0.366626613,-8.051158874,g6759.t1,None
0.164501753,0.494590004,2.639073493,0.044714891,0.078030939,-6.160868518,g11767.t1,None
2.887123427,3.468568494,33.97909355,2.94331057713835e-07,1.41882347946489e-05,7.71229896,g7687.t2,Upregulated
-0.546654912,0.796822353,-2.299918191,0.068264702,0.110382826,-6.618208263,g7171.t1,None
-1.209374611,5.661076453,-12.915095,4.0465356801206e-05,0.000333955,1.973893524,g6154.t1,Downregulated
0.0672267,0.403486431,1.460468239,0.202349799,0.272090573,-7.724950215,g5242.t1,None
-0.232152495,0.700591706,-1.94221791,0.108090364,0.16177047,-7.100952008,g14077.t1,None
-1.232936766,5.745483926,-11.14484278,8.45109994552968e-05,0.000574765,1.104538432,g13577.t1,Downregulated
0.203426136,0.189429176,4.653606044,0.00516609,0.013505451,-3.720897484,g12341.t1,None
0.087533022,0.074199955,3.391365323,0.018564422,0.037821521,-5.183492128,g2765.t1,None
0.735250518,0.86005051,9.30945929,0.000205517,0.001121632,0.055657196,g12774.t1,None
-0.390236645,0.442807698,-3.914691078,0.010611978,0.024048111,-4.548457655,g9716.t1,None
-2.324004946,3.380762424,-5.992869338,0.001675942,0.005581531,-2.411443153,g796.t1,Downregulated
-0.596100061,0.533476074,-5.24262145,0.003068238,0.009001572,-3.116717458,g6113.t1,None
0.186555633,0.15860828,3.688649814,0.013441049,0.029261967,-4.81779645,g11761.t1,None
-0.020267958,0.078468248,-0.498788114,0.638505141,0.701996157,-8.645235883,g9632.t1,None
-1.189417187,8.245689581,-6.333309373,0.001298527,0.004563859,-2.112856571,g8374.t1,Downregulated
0.646145009,6.182265024,1.269693493,0.258550254,0.334466368,-7.953045881,g8808.t1,None
0.004854415,0.089694432,0.133510125,0.89885171,0.923047558,-8.779655579,g10406.t1,None
0.209759941,0.26165479,5.746868329,0.002029823,0.006486989,-2.6352652,g7985.t1,None
-0.085139895,0.143628408,-1.275283786,0.256716616,0.332430273,-7.946585043,g6367.t1,None
0.01667428,0.021406342,0.67539004,0.528566138,0.601027485,-8.52936611,g5575.t1,None
0.548875204,0.602448301,6.26906571,0.001361416,0.004745802,-2.168243522,g9217.t1,None
2.626015188,1.638922497,47.57194671,5.22927439413773e-08,5.84917187328746e-06,9.634991966,g5393.t1,Upregulated
1.307654987,9.309511139,15.1352668,1.82060262892144e-05,0.00019239,2.9158314,g9798.t1,Upregulated
0.01552727,0.074323845,0.401458067,0.704204123,0.75852054,-8.695540968,g8756.t1,None
-0.154539485,1.100138707,-1.164898292,0.295173766,0.373620847,-8.071274572,g14071.t1,None
-0.034963906,0.085483763,-1.120278315,0.312109387,0.391231884,-8.119827205,g12104.t1,None
-0.471700418,0.581711689,-3.229670909,0.022259184,0.043889793,-5.38767541,g4160.t1,None
0.030162625,0.06235927,1.145321529,0.302502961,0.381598228,-8.0927156,g4279.t1,None
0.720320368,0.452753157,13.86966081,2.82789184106393e-05,0.000258573,2.396668478,g139.t1,None
0.2909779,0.412432138,3.785095427,0.012140127,0.026918091,-4.701945356,g3278.t1,None
0.820199456,7.261741406,6.188300045,0.00144562,0.004976095,-2.238499401,g12779.t1,None
-0.212062792,1.361610829,-0.870734409,0.42262953,0.502022354,-8.368050854,g10050.t1,None
0.16226741,0.364543722,4.639692365,0.00523289,0.013650759,-3.735747067,g14199.t1,None
1.000804168,5.608742313,12.04367487,5.74100013568169e-05,0.000432019,1.56103618,g3570.t1,Upregulated
1.537575483,2.089934747,4.539409062,0.005745034,0.014705296,-3.843590794,g4781.t1,Upregulated
0.18439009,0.098311754,5.743856138,0.00203467,0.006498872,-2.638049356,g4689.t1,None
1.277469396,1.367732595,13.83370187,2.86508464434435e-05,0.000260321,2.381256481,g4514.t1,Upregulated
0.335805358,1.068686819,4.240951103,0.007648182,0.018459039,-4.173152195,g5901.t1,None
4.476482019,2.963465715,27.50277526,8.69885047634584e-07,2.70863395508055e-05,6.470993302,g9639.t2,Upregulated
0.044332231,0.232455458,0.625102123,0.558561221,0.628988743,-8.565440324,g5633.t3,None
-0.03565699,0.060213301,-1.402562957,0.218068561,0.289844011,-7.795732513,g11325.t1,None
0.265225389,0.791166757,1.966494748,0.104738827,0.157532119,-7.068435188,g4820.t1,None
-3.668371344,6.592573546,-22.03558055,2.70056417085536e-06,5.23791242633411e-05,5.155485871,g10597.t1,Downregulated
2.776714191,1.927349902,29.73384355,5.83414909402682e-07,2.08096692607687e-05,6.930906214,g9687.t1,Upregulated
0.351915276,7.984075607,3.497657191,0.016513627,0.034360394,-5.051268447,g11514.t1,None
0.928377583,0.732626553,12.91949452,4.039627883146e-05,0.000333863,1.975909868,g10814.t1,None
0.150137876,0.187124335,4.497885106,0.005973897,0.015150689,-3.888666929,g4964.t1,None
0.267438179,0.559015861,5.707963973,0.002093474,0.006638843,-2.671306886,g11739.t1,None
2.128456178,8.730748979,19.86449846,4.58228547101782e-06,7.43556491712624e-05,4.537198953,g1461.t1,Upregulated
0.031047329,0.033494042,1.255319725,0.263319544,0.339606455,-7.969589478,g8583.t1,None
9.74368619842391e-05,0.015163234,0.004018151,0.996945035,0.997551133,-8.790268493,g13520.t1,None
-1.485426194,3.490862977,-2.788900619,0.037276238,0.06708209,-5.961202459,g9118.t1,None
-1.686972744,2.705356826,-4.606885718,0.00539439,0.013991169,-3.770869206,g1684.t1,Downregulated
0.475443151,8.27815165,2.111239698,0.086874895,0.13458191,-6.873558175,g11063.t1,None
0.08658671,0.66135494,0.872747599,0.4216271,0.501038248,-8.36622505,g2002.t1,None
0.281519987,2.084505936,1.805211747,0.129181436,0.187254571,-7.283118453,g12728.t1,None
-0.029941055,0.309373144,-0.691790092,0.519019876,0.592394293,-8.517095039,g8025.t1,None
-0.252220201,0.604475585,-1.914854407,0.112000921,0.166670448,-7.137527888,g4308.t1,None
-2.920957362,7.876528682,-11.06441632,8.76093367086313e-05,0.000591645,1.062028565,g10036.t1,Downregulated
0.029193877,0.32315721,0.973918424,0.373599667,0.453507719,-8.270573971,g2941.t1,None
0.108541672,0.082843443,2.669481028,0.043082575,0.075594632,-6.120191597,g3761.t1,None
-0.601463228,3.501363103,-1.687922961,0.15053004,0.212531445,-7.436655228,g385.t1,None
-1.547197887,5.339754982,-4.304748883,0.007186805,0.017560801,-4.101611183,g6448.t1,Downregulated
-0.997761662,2.673761744,-1.964033252,0.105073702,0.157912096,-7.071734848,g5973.t1,None
1.713373403,6.488420933,15.25553888,1.7492324349929e-05,0.000187121,2.962949889,g2254.t1,Upregulated
-0.011148732,0.057411547,-0.303176623,0.773623614,0.818976169,-8.735891258,g3211.t1,None
-4.13941453,2.553312787,-7.270371455,0.000678779,0.00279693,-1.351632016,g12384.t1,Downregulated
0.282685784,1.145316082,1.541961078,0.182049126,0.249481145,-7.623376434,g9588.t1,None
0.177457779,0.119258369,7.087011352,0.000766254,0.003064219,-1.494075292,g2815.t1,None
-1.169916528,4.463332382,-1.976522268,0.103385999,0.155884059,-7.054987206,g3866.t1,None
0.590658791,0.358571567,18.45896635,6.65623648068487e-06,9.36939138515938e-05,4.099392703,g10560.t1,None
-0.070650003,0.074852462,-1.738895085,0.140848346,0.201354236,-7.370256485,g10858.t1,None
2.597287595,1.56895367,42.56152823,9.26346758972723e-08,7.56910709937925e-06,9.008561532,g868.t1,Upregulated
1.368023481,1.23245988,10.25230542,0.000127833,0.000781719,0.615977444,g4334.t1,Upregulated
0.214490561,0.153500569,6.580256175,0.001086512,0.003981458,-1.903949133,g3766.t1,None
0.77344268,1.526609513,5.840435287,0.001885787,0.006111434,-2.54931123,g1856.t1,None
0.650298447,0.768007958,2.920519329,0.031856907,0.058931185,-5.787578392,g8935.t1,None
0.031260848,0.135792044,0.497298294,0.639485292,0.702738463,-8.646081054,g9571.t1,None
-0.289453021,0.273061061,-5.515416132,0.002445018,0.007513751,-2.852358633,g9301.t1,None
0.07799537,0.126166284,1.959838492,0.105646933,0.158670097,-7.077356598,g1410.t1,None
-0.212611921,0.203728444,-2.64037299,0.044643765,0.077930427,-6.159128675,g725.t1,None
-0.199924093,3.07562968,-1.125830252,0.309957193,0.389042033,-8.113847883,g13744.t1,None
1.731193254,4.487308666,35.05037506,2.51002730960589e-07,1.30850790198957e-05,7.892826028,g1389.t1,Upregulated
0.042075262,0.089459743,1.583562662,0.172459416,0.238123793,-7.570733817,g7639.t1,None
0.059786602,1.239997087,0.208309821,0.842977276,0.878590663,-8.764482462,g8206.t1,None
-0.015429151,0.052551588,-0.514887687,0.627966471,0.692458051,-8.635956662,g3233.t1,None
-0.234302954,0.674307716,-2.904255293,0.032476774,0.059875966,-5.808933299,g6135.t1,None
0.151845399,0.211849605,3.43636399,0.017662982,0.036299539,-5.127318267,g492.t1,None
0.065266498,0.285538292,0.985361285,0.36845555,0.44849196,-8.259293213,g5496.t1,None
-0.390261702,0.838031077,-3.455950529,0.017286143,0.03569062,-5.102957574,g8801.t1,None
0.111877195,0.212718647,1.908770574,0.112889974,0.167755114,-7.145648329,g297.t2,None
0.413415946,0.621592744,5.182108492,0.00323053,0.009367968,-3.176646402,g8436.t1,None
0.057644677,0.188784808,1.365417765,0.228749636,0.30153599,-7.840464211,g12833.t1,None
-0.082260126,2.673664875,-0.292807578,0.781103364,0.824772418,-8.73951782,g10250.t1,None
-0.204619326,0.502869799,-2.604572356,0.046649299,0.080989538,-6.207106784,g7620.t1,None
1.161838594,0.767432012,18.65024151,6.31637678359557e-06,9.07514704054973e-05,4.16090108,g5349.t1,Upregulated
-0.711850791,0.537935809,-14.66615486,2.13426936750195e-05,0.000214938,2.728492329,g8015.t1,None
2.833288495,7.504666261,14.39929881,2.3413791714596e-05,0.000228394,2.619305965,g8510.t1,Upregulated
-0.149182956,0.95653781,-1.250091324,0.265073989,0.341486909,-7.975582373,g6480.t1,None
0.251387923,0.275371804,4.052755705,0.009220783,0.02145443,-4.387701564,g5989.t1,None
-0.356089879,0.499693115,-4.435040404,0.0063406,0.015911578,-3.957361111,g3346.t1,None
0.748910327,0.403258978,23.42827338,1.97502071545638e-06,4.39270534030366e-05,5.520219002,g4142.t1,None
0.15118971,0.204705277,4.939654893,0.003989335,0.011027143,-3.421604936,g3081.t1,None
0.039611963,0.745748146,0.373472098,0.723681679,0.775224233,-8.708120212,g6188.t1,None
0.064327167,0.046651942,1.74724618,0.13932265,0.199346281,-7.359327814,g5395.t1,None
0.979173476,0.587891312,14.79608248,2.04135778086657e-05,0.000208313,2.780956446,g12171.t1,None
0.271818661,1.638066923,1.011767606,0.356805453,0.437128416,-8.232920226,g3693.t1,None
-0.237277777,0.169057163,-4.88832086,0.004175501,0.011405097,-3.47448338,g5512.t1,None
-0.297776155,5.352141731,-1.584180446,0.172320785,0.237989423,-7.569948363,g12960.t1,None
0.415776478,0.461996986,7.910609586,0.000453297,0.002048817,-0.876659924,g6386.t1,None
-1.323414359,3.198423785,-2.925451403,0.031671533,0.058654193,-5.781108311,g12132.t1,None
0.935653236,0.49349324,34.23742596,2.83115202872411e-07,1.40593545357459e-05,7.756394185,g5802.t1,None
-0.259002077,0.884201141,-1.894250119,0.115041306,0.170402532,-7.165011563,g4488.t1,None
-0.142070942,0.367364374,-1.496857852,0.193029582,0.261881043,-7.679860879,g997.t1,None
4.016299858,3.405803924,10.87393974,9.55015317580744e-05,0.000630529,0.960194237,Mtet_Pt_rpl32,Upregulated
0.053306787,0.053108186,1.760246005,0.136980631,0.196532235,-7.342289124,g927.t1,None
0.257488031,1.311242526,3.370180521,0.019006705,0.038626961,-5.210037221,g5264.t1,None
-0.267637657,0.689447028,-2.315796515,0.066904843,0.10847322,-6.596707309,g7593.t1,None
-2.508165016,1.332330887,-17.41219381,8.9537857422882e-06,0.000114491,3.751092866,g11687.t1,Downregulated
-0.326010772,2.938623687,-2.435638312,0.057532212,0.095867604,-6.434594472,g11060.t1,None
0.988745769,5.141433815,9.528886085,0.000183322,0.001024865,0.190494294,g1830.t1,None
0.157389668,0.301903231,2.596811658,0.047096899,0.081606764,-6.217519493,g2276.t1,None
0.050020189,0.056852802,2.041731478,0.095019553,0.145419802,-6.967323489,g10632.t1,None
-0.016467695,5.243273866,-0.09764537,0.925901415,0.943091698,-8.78459153,g7016.t1,None
0.042466423,0.051489008,1.141507373,0.303949258,0.383003325,-8.09686794,g6678.t1,None
0.15240005,0.160071017,4.162626704,0.008261955,0.019581563,-4.261805512,g5816.t1,None
-0.297747506,0.494254731,-6.60743615,0.001065759,0.003919123,-1.881334725,g363.t1,None
-1.420821436,0.839787542,-5.803201645,0.001941624,0.006269463,-2.583392919,g10519.t1,Downregulated
-1.876101447,3.177556635,-6.491920878,0.001157315,0.004175931,-1.97795963,g10011.t1,Downregulated
-0.599368188,1.31700802,-3.555144147,0.015512062,0.032812076,-4.980434202,g12219.t1,None
-0.016996395,1.0329291,-0.152021642,0.884947665,0.912429036,-8.776512723,g5917.t1,None
1.061521503,1.777068195,7.180228753,0.000720224,0.002925845,-1.421285282,g98.t1,Upregulated
-0.081002535,0.404582935,-0.851249574,0.43242627,0.510867828,-8.385559129,g1005.t1,None
0.255982341,0.37215244,4.171259321,0.008191602,0.019458854,-4.251989889,g1033.t1,None
0.452440836,0.233492013,11.03066547,8.89496093037624e-05,0.000596501,1.044103676,g12473.t1,None
0.111180833,0.278502306,2.234576178,0.074179101,0.118204346,-6.706698807,g11001.t1,None
0.068759432,0.158625647,2.430844322,0.057878691,0.096239243,-6.44107103,g2475.t1,None
-0.55089075,1.26684294,-4.27760177,0.007379099,0.017941599,-4.131979866,g11263.t1,None
0.280252134,0.2562023,7.363859962,0.000638732,0.002667648,-1.280143998,g13185.t1,None
-0.422355212,4.634884427,-1.419516276,0.213350835,0.2844721,-7.7751376,g5038.t1,None
1.566068533,1.893002953,9.113452243,0.00022808,0.001203717,-0.06721737,g3610.t1,Upregulated
-0.235229076,0.74276627,-1.799539155,0.130140057,0.188407087,-7.29060221,g7709.t1,None
0.427025536,0.312025422,4.647171801,0.005196857,0.013576643,-3.727761118,g1541.t1,None
-0.027922714,0.215493553,-0.491886198,0.64305286,0.7056493,-8.64913198,g2171.t1,None
-0.688534689,0.564589348,-19.25185599,5.37446234869915e-06,8.20121598931959e-05,4.350322003,g2878.t1,None
0.149741382,0.454899463,1.80974025,0.128421293,0.186387216,-7.277140278,g5127.t1,None
0.322307684,0.346062789,3.960154773,0.010128906,0.023163394,-4.495207157,g10254.t1,None
1.378900511,0.74641862,32.88395913,3.48182632324067e-07,1.56086074202552e-05,7.521235989,g4547.t1,Upregulated
0.285699369,0.178410627,6.540373568,0.001117829,0.004065187,-1.937266571,g3331.t1,None
0.080780345,0.354125862,1.404622945,0.217490115,0.28924202,-7.793235898,g1327.t1,None
0.683740424,0.388307621,24.42254346,1.59712984593724e-06,3.86565818383255e-05,5.767223997,g6486.t1,None
1.069291865,0.696556454,22.77683455,2.28094049703942e-06,4.75828947586123e-05,5.352460743,g2541.t1,Upregulated
0.018269963,0.087412138,0.483315948,0.648724395,0.710531825,-8.653901005,g4441.t1,None
0.97737559,1.918716905,2.631811803,0.045114638,0.078657044,-6.170593267,g12315.t1,None
0.896096038,0.509749479,20.76750545,3.65362718384541e-06,6.41668274162849e-05,4.802304223,g7529.t1,None
0.409119657,0.483446514,13.56935753,3.15711914084047e-05,0.000280009,2.266759069,g9009.t1,None
0.011020223,0.29004548,0.273860138,0.794839614,0.837198147,-8.745828887,g4386.t1,None
0.227393795,1.071639133,2.876069902,0.033582901,0.061492148,-5.846009616,g9848.t1,None
-0.912928065,0.478752089,-7.090570971,0.000764434,0.00306119,-1.491281342,g5065.t1,None
0.081277122,0.974203652,1.256447015,0.262942647,0.339158333,-7.968295613,g13208.t1,None
0.036023124,0.038039892,1.238909919,0.268861441,0.34559329,-7.9883537,g8554.t1,None
2.180090239,9.307441788,19.4231948,5.13750748176435e-06,7.95734435177056e-05,4.403182357,g5591.t1,Upregulated
0.051297035,0.240261398,0.755956378,0.482806832,0.557971462,-8.466770106,g3701.t1,None
0.021217456,0.028513165,0.761287096,0.479880701,0.554923774,-8.462427337,g2608.t1,None
0.054300786,4.290812892,0.239734399,0.819788374,0.858382428,-8.756158925,g13869.t1,None
-2.541597151,8.40744246,-32.95952785,3.44108114110577e-07,1.55469395398744e-05,7.53464017,g3602.t1,Downregulated
-1.594099044,3.196465619,-4.014737439,0.009581843,0.022127162,-4.431684069,g9912.t1,Downregulated
0.061058473,0.055219492,1.531531714,0.184533254,0.252412027,-7.636493821,g10742.t1,None
0.925315191,2.33203385,13.37669227,3.39242643862661e-05,0.000292546,2.181948651,g3029.t1,None
-0.005367477,0.05515812,-0.139370687,0.894445136,0.919752089,-8.778704327,g7345.t1,None
1.026355033,5.736054592,2.576791638,0.048273329,0.083219665,-6.244399978,g8358.t1,None
1.06111271,2.776131332,5.594659302,0.002292578,0.007127035,-2.777303239,g1530.t1,Upregulated
2.173242537,1.122584201,30.71934004,4.93643399142279e-07,1.90209551890241e-05,7.122519379,g11802.t1,Upregulated
4.158262199,7.345426127,42.24890287,9.62098301262717e-08,7.66002573064192e-06,8.96668792,g5586.t1,Upregulated
0.575144405,0.311321356,17.66103025,8.33152911489511e-06,0.000109325,3.835743184,g8972.t2,None
0.532496519,1.234597714,4.213429762,0.007857671,0.018860049,-4.204199334,g8532.t1,None
1.942949328,1.359670569,22.52052311,2.41660097602152e-06,4.89404628784864e-05,5.285102225,g8525.t1,Upregulated
-0.067268475,0.049288408,-2.519373525,0.051828493,0.088226369,-6.321636536,g2831.t1,None
0.049852097,0.087143317,1.682632348,0.151572213,0.213819452,-7.443515314,g9861.t1,None
-0.788889575,0.54822792,-6.277293757,0.001353165,0.004721326,-2.161125365,g514.t1,None
0.074375073,4.268360281,0.31203838,0.767252943,0.813673783,-8.732695409,g11680.t1,None
0.33688632,0.18425054,11.91146934,6.06644700472254e-05,0.000448886,1.495941412,g13332.t1,None
-0.021357354,0.385845221,-0.321680957,0.76034438,0.80773883,-8.729117322,g12333.t1,None
1.9072346,6.982716579,26.36580349,1.07969436325508e-06,3.09431809926911e-05,6.221260078,g8097.t1,Upregulated
-1.201929337,0.638208918,-13.43871588,3.31446657740245e-05,0.000288029,2.209378544,g11090.t1,Downregulated
-0.273426358,0.16932537,-3.685254425,0.01348966,0.029334537,-4.821900176,g11860.t1,None
-1.186868253,7.982063838,-14.17620337,2.53308937186291e-05,0.000240591,2.526507908,g3120.t1,Downregulated
-0.122501667,3.004574854,-0.695224666,0.517035519,0.590363352,-8.514494192,g8865.t1,None
-0.19323981,0.156730645,-2.325919557,0.066053026,0.107273317,-6.58300116,g10463.t1,None
0.627372905,0.47449288,13.26581527,3.53729762632886e-05,0.000301206,2.132607897,g3430.t1,None
0.044511625,0.134567845,0.707196437,0.510159155,0.583668682,-8.505345324,g1864.t1,None
-0.035155218,0.132308857,-0.873121156,0.421441295,0.500972469,-8.36588592,g9223.t1,None
2.016961586,3.388455042,9.217274719,0.000215783,0.00116333,-0.001841515,g13903.t1,Upregulated
0.56251232,0.348840102,10.83342118,9.72875959039999e-05,0.000639025,0.938318526,g10051.t1,None
0.156983305,1.027191313,1.02433236,0.351369659,0.431432361,-8.220207538,g13221.t1,None
0.036826304,0.063820274,1.145207885,0.302545967,0.381610695,-8.092839439,g13980.t1,None
-0.016398971,0.026636096,-0.639468224,0.549882124,0.621036364,-8.555376857,g10423.t1,None
-0.050083368,1.29638395,-0.319940839,0.761589279,0.808912149,-8.729770771,g6916.t1,None
0.363503828,6.417959457,1.038453125,0.345342985,0.425392551,-8.205797011,g10816.t1,None
0.320799762,0.417339179,5.460575697,0.002557457,0.007809293,-2.904752805,g915.t1,None
-0.018803337,0.215890525,-0.402333836,0.703598602,0.75808094,-8.695133524,g7933.t1,None
0.036142754,0.139757124,1.116489805,0.313585391,0.392654851,-8.123897036,g5666.t1,None
0.075094493,0.063112613,3.051011567,0.027333442,0.051930836,-5.61733996,g7878.t1,None
0.626982222,2.727555829,5.422480998,0.002639119,0.008010689,-2.941368085,g2046.t1,None
0.346446988,0.335967117,4.493259136,0.006000039,0.015195967,-3.893704005,g5534.t1,None
-1.290040394,0.715871523,-10.70764385,0.00010309,0.000667622,0.869926356,g10943.t1,Downregulated
0.12623759,0.321615478,2.594203187,0.047248393,0.081820042,-6.221020284,g14068.t1,None
-0.35803571,5.610672301,-1.865137691,0.119482003,0.175715109,-7.203752423,g13574.t1,None
0.02067902,0.01689595,0.82714436,0.444783523,0.522679617,-8.406804318,g3871.t1,None
0.269335825,0.695485309,4.703123345,0.004936234,0.013004882,-3.668271336,g10954.t1,None
0.03801547,0.13590391,1.494977112,0.193501036,0.262381326,-7.682202121,g12666.t1,None
-0.091947524,1.583535759,-0.299590447,0.776207441,0.821071636,-8.737159307,g9438.t1,None
-0.944112614,3.90236886,-5.162662044,0.003284791,0.009479979,-3.196006458,g2278.t1,None
-0.629604978,5.461827267,-3.323532402,0.020023115,0.040329775,-5.268710078,g8315.t1,None
-1.072453439,1.355239853,-7.230732161,0.000696648,0.002851184,-1.382173012,g13158.t1,Downregulated
1.112955887,7.540158463,12.78573089,4.25607713004624e-05,0.000345666,1.914309685,g6128.t1,Upregulated
0.297523739,0.156394399,10.68733427,0.000104065,0.000672802,0.858813305,g8529.t1,None
-1.279531939,1.724806747,-6.085411302,0.001561898,0.005295652,-2.329023878,g3215.t1,Downregulated
0.06642713,0.068024653,2.448727436,0.056597566,0.094611225,-6.416916089,g10255.t2,None
-0.18075809,0.464470323,-2.126881861,0.085145032,0.132436332,-6.852422729,g14101.t1,None
1.697125931,1.857572174,9.80232248,0.000159513,0.000919794,0.354658431,g11815.t2,Upregulated
-0.92708141,7.139560619,-2.894891568,0.032839709,0.060438703,-5.821241199,g592.t1,None
0.712547546,0.767456059,6.934375505,0.000849332,0.003303564,-1.614970822,g5129.t1,None
-0.761897874,2.620158389,-2.321274484,0.066442442,0.10781456,-6.589290212,g6053.t1,None
0.320881781,0.476552055,7.520361393,0.000577752,0.002477217,-1.162144783,g7908.t1,None
0.356274942,0.323244142,6.84354257,0.000903802,0.003463972,-1.687944236,g1946.t1,None
0.410124649,1.115758613,4.078965585,0.008980947,0.021000505,-4.357505553,g3993.t1,None
0.938137563,4.699976169,9.399637562,0.00019603,0.001078541,0.111413309,g7046.t1,None
-0.956983115,1.503418811,-2.44836833,0.056622989,0.09463999,-6.417401009,g2761.t1,None
0.348255591,1.220443289,1.855119196,0.121050392,0.177568318,-7.217057896,Mtet_Mt_rps7,None
0.193610595,0.561530681,4.050158087,0.00924495,0.021484914,-4.390699823,g8295.t1,None
-0.074190349,0.491151588,-1.223266353,0.274241957,0.351802871,-8.006117137,g6274.t1,None
0.186388786,0.391541104,2.742896835,0.039404376,0.070177433,-6.022297714,g13939.t1,None
-0.364925823,0.236583729,-4.535538239,0.005765935,0.014742418,-3.847782268,g10595.t1,None
0.078983464,0.084971594,2.460753903,0.055753249,0.093566378,-6.40067931,g11620.t1,None
2.61877513,1.709630622,24.02219694,1.73790018580904e-06,4.08619347769509e-05,5.669036576,g1128.t1,Upregulated
-0.039752779,0.370873151,-0.523709249,0.622233697,0.687470236,-8.630759481,g10924.t1,None
-0.264926025,2.922136235,-6.516657888,0.001136955,0.004119137,-1.957154449,g339.t1,None
-0.979198711,3.134373983,-3.51761766,0.016157789,0.03381542,-5.026619227,g3160.t2,None
0.162984009,0.321498147,5.10573275,0.003449842,0.009847776,-3.252968261,g3637.t1,None
0.423801201,0.456265182,6.702353524,0.000996852,0.003742176,-1.802936135,g1087.t1,None
0.392030334,3.770609355,2.326541179,0.066001098,0.107219212,-6.582159558,g13782.t1,None
5.178069545,3.412481001,27.02331581,9.51825801448633e-07,2.83358787041078e-05,6.367025393,g3105.t1,Upregulated
-0.593293475,0.788529073,-7.627700578,0.000539884,0.002346286,-1.082396263,g13881.t1,None
-0.105924821,0.157034877,-2.588439617,0.047585016,0.0822793,-6.228757151,g5240.t1,None
-0.026714406,0.084217315,-0.880835414,0.417618372,0.497814926,-8.358858574,g6612.t1,None
0.200153828,0.754353285,2.184910933,0.079038061,0.124739383,-6.773936808,g12107.t1,None
0.641423453,0.333612879,9.159788597,0.000222492,0.001187843,-0.03795825,g8350.t1,None
-0.111196593,0.680348878,-0.727820826,0.498460983,0.572844786,-8.489283791,g10558.t1,None
0.344872406,0.40794812,12.88224171,4.09856599611505e-05,0.000336802,1.958815747,g2930.t2,None
-0.277398554,0.497319873,-1.793661257,0.13114097,0.189594066,-7.298351162,g10920.t1,None
0.097655462,0.222873521,3.26884043,0.021293574,0.042340916,-5.337883791,g3783.t1,None
1.632661773,5.412169712,14.8827166,1.98207665298165e-05,0.000203888,2.815690338,g5064.t1,Upregulated
-0.021145503,0.043041,-0.793597775,0.462417455,0.538840043,-8.435588405,g10110.t1,None
0.439973835,0.357921182,8.249194244,0.000370315,0.001754998,-0.638537963,g9147.t1,None
-0.118814366,0.249125489,-2.759745348,0.038609822,0.069018427,-5.999899014,g11536.t1,None
0.073632662,0.046861389,2.560684792,0.049243059,0.084575027,-6.266045653,g165.t1,None
0.095333232,0.523213478,1.377048567,0.225353709,0.297945844,-7.826517246,g4988.t1,None
0.014907918,0.079502523,0.498970663,0.638385099,0.701975337,-8.645132165,g2194.t1,None
0.077616393,0.059073522,3.023635213,0.028219706,0.053341958,-5.652887733,g5278.t1,None
0.367296905,0.258960368,13.5364417,3.19591054844814e-05,0.000282796,2.252351952,g2554.t1,None
0.25402091,0.338280721,4.783096611,0.004589544,0.012265104,-3.584004142,g8423.t1,None
-0.34999051,1.673543355,-1.952829671,0.106611937,0.159827733,-7.086745796,g11653.t1,None
0.050250846,0.884366962,0.310707249,0.768208583,0.814366129,-8.733181122,g6421.t1,None
0.744089246,0.890384976,9.629117804,0.000174135,0.00098106,0.251159122,g3674.t1,None
0.114901576,0.091501893,3.864592909,0.011175074,0.02509219,-4.607494337,g11678.t1,None
-0.086194836,0.233388784,-1.128915626,0.308766715,0.38792817,-8.11051727,g7689.t1,None
0.937825135,5.091457638,5.053074429,0.003611154,0.010204589,-3.306038196,g1570.t2,None
-0.108192108,0.195230148,-0.948783675,0.385103292,0.465717743,-8.295031823,g1134.t1,None
0.3359668,0.497140138,4.428038018,0.006383046,0.01598328,-3.965050712,g12799.t1,None
